274	243
334	122
334	213
547	304
547	426
426	365
426	395
334	91
-122	30
-243	30
-395	-91
-456	-91
-334	-152
-456	-213
-243	-243
0	-365
61	-395
243	-274
304	-122
152	91
-61	334
-395	274
-365	213
-547	0
-547	-91
-395	-122
-182	-91
-152	-61
-61	-274
456	-365
395	-486
578	-334
608	-152
456	-91
152	61
-30	-30
-152	61
-426	91
-456	274
0	274
274	304
365	334
638	365
395	304
30	274
-395	-30
-669	-152
-669	-274
-669	-395
-456	-517
-91	-365
152	-486
182	-456
152	-334
243	-243
30	-152
-91	61
182	304
213	547
-61	608
-30	547
-122	426
-304	213
-213	0
30	0
30	0
213	61
182	-30
61	-152
-274	-243
-243	-304
-213	-243
-365	-91
61	-30
486	-30
547	-30
790	-61
1003	91
638	274
334	486
91	456
-122	456
-547	365
-486	274
-426	0
-304	-152
-213	-426
152	-547
182	-638
334	-486
486	-365
395	-152
91	30
0	274
-304	486
-608	486
-730	517
-730	486
-730	274
-608	-30
-486	-274
-395	-517
-30	-578
61	-699
304	-547
334	-365
517	-152
152	-61
152	-122
-122	-334
-304	-304
-547	-182
-426	-61
-608	61
-638	182
-426	122
-395	-182
-243	-213
-61	-213
426	-61
456	30
578	182
578	-61
456	-152
-30	-122
-152	-334
-365	-213
-638	-91
-547	0
-517	-91
-365	-91
-334	30
-182	-61
-304	-152
-243	-30
-182	-152
182	-243
517	-61
638	122
760	243
669	395
334	365
182	182
0	30
-30	91
0	91
182	122
122	91
-30	91
30	-30
-61	-152
-365	-182
-213	30
61	152
365	304
578	304
730	304
699	243
456	0
91	-152
-152	-182
-334	-61
-547	0
-608	61
-365	-30
-274	-30
-152	91
122	-30
182	61
213	-61
304	-122
213	-243
-91	-334
-365	-182
-456	-152
-669	-61
-547	91
-182	30
-152	-30
-182	61
-426	-61
-365	-152
-669	-365
-395	-274
-61	-243
182	-304
365	-91
578	-30
578	-152
365	-213
91	-122
61	-122
-182	-122
-122	30
-91	182
-61	304
91	426
30	274
30	213
-30	243
0	182
-304	30
-152	122
-243	-30
-182	-182
-30	-304
30	-426
-122	-426
182	-334
0	-213
213	-182
213	30
243	213
152	365
-61	456
-243	426
-152	365
-182	91
-213	-30
-91	-122
-122	-182
-30	-122
-243	-182
-243	-365
-122	-395
-61	-304
0	-274
-30	-274
274	-182
213	-274
456	-243
547	152
638	334
304	304
213	334
91	304
-182	122
-30	30
-274	91
-274	0
-213	-91
-334	-91
-274	-122
-243	-213
-334	-334
-274	-365
-152	-395
-122	-274
-243	-30
-152	213
-213	243
-30	274
-61	152
152	30
334	-61
274	-122
426	0
395	0
182	61
304	122
122	91
61	30
213	91
395	152
608	304
608	365
578	486
426	426
334	486
182	334
122	274
91	274
61	243
-274	304
-395	213
-395	152
-243	-30
-182	-152
334	-91
426	-182
517	-243
426	-304
334	-213
-61	-122
-152	91
-61	243
-122	152
0	243
365	334
365	456
30	517
-61	486
-243	395
-395	213
-91	152
334	274
517	243
942	243
1094	243
851	0
547	-152
122	-91
-334	0
-578	152
-517	213
-334	304
-91	274
-30	61
152	-30
304	-213
456	-243
608	-213
547	-122
456	-91
395	61
213	213
122	91
91	122
-182	152
-152	61
-152	91
-213	213
-243	243
-30	243
0	274
0	365
122	182
213	30
152	-61
152	-122
213	-122
152	-91
243	-61
91	-213
152	-243
-30	-182
61	-182
-334	-91
-456	-30
-486	30
-760	-30
-699	-30
-547	91
-365	-30
-61	-61
243	-91
395	-395
304	-456
243	-395
-61	-395
-243	-213
-213	-182
-243	30
-426	0
-243	91
-334	-91
-274	-182
-213	-243
182	-91
122	-30
334	213
304	182
0	0
-213	-243
-395	-365
-213	-365
-91	-122
213	91
304	243
213	274
-91	213
-304	91
-517	-61
-608	-61
-426	91
-274	91
213	213
699	182
882	0
1003	-182
1033	-334
699	-243
213	-213
0	91
-274	182
-426	243
-426	243
-213	182
-182	213
0	91
152	-122
61	-152
-182	-213
-122	-243
-274	-91
-486	61
-334	61
-213	-61
-456	-304
-365	-395
-30	-426
-304	-426
-243	-213
-182	-243
-334	-182
-274	-213
91	-243
61	-243
274	0
547	91
274	182
0	152
-243	122
-304	30
-790	-122
-760	-91
-578	-152
-547	-213
-456	-274
-61	-395
-30	-517
-304	-547
-91	-395
-243	-426
-486	-213
-638	-274
-517	-334
-790	-274
-517	-213
-456	-91
-122	-122
-30	-61
426	-122
395	-182
426	-243
517	-122
274	-152
61	-91
122	-30
-61	0
-122	182
91	365
122	395
243	517
274	395
395	213
213	122
365	30
395	61
243	-152
30	-30
-122	-152
-91	-61
-274	-61
-152	61
-61	61
-213	182
-334	243
-365	61
-669	-91
-730	-274
-426	-334
-274	-426
152	-426
547	-395
669	-426
699	-304
638	-182
274	61
182	304
61	578
-182	608
-243	486
-274	395
91	334
-30	274
91	-30
30	-213
-274	-304
-608	-365
-456	-334
-456	-304
-61	-152
334	30
547	152
456	213
243	213
-152	122
-426	61
-608	-152
-699	-243
-395	-182
-213	-213
0	-274
152	-334
91	-486
-30	-517
-365	-517
-274	-334
-61	-304
-122	-122
-30	30
213	122
-274	213
-334	243
-395	243
-699	-30
-760	0
-365	-213
-304	-395
152	-456
456	-426
578	-395
669	-122
517	30
456	182
304	334
30	243
-213	274
-456	213
-608	243
-608	122
-395	0
-304	-61
-122	-243
0	-152
61	-243
304	-243
365	-182
365	-30
486	61
547	213
395	243
213	274
182	274
-91	122
-517	91
-608	-30
-395	-91
-395	-152
-91	-122
152	-152
152	-213
122	-91
61	30
91	91
122	182
30	274
61	274
213	243
61	152
-30	-61
243	-182
-182	-213
-274	-122
182	-91
152	-152
243	-213
486	-182
426	30
334	274
122	274
61	365
213	334
-30	365
304	426
365	456
304	365
304	182
122	-61
-182	-122
-304	-182
-395	-213
-334	0
-152	122
-243	182
-122	122
-91	-30
0	-152
243	-213
608	-152
578	-152
638	-91
395	-122
30	-243
-122	-91
-304	30
-304	122
-426	274
-304	334
91	304
-61	122
30	152
334	274
182	334
243	334
517	122
182	-30
426	-152
426	-122
30	0
61	122
-182	122
-334	0
-547	0
-456	122
-365	91
-91	0
182	61
638	30
699	-61
638	91
760	243
395	213
-91	152
-213	91
-486	-122
-699	-243
-304	-30
-274	30
274	243
517	334
426	213
426	122
213	0
182	-30
274	61
334	182
456	365
486	304
243	213
395	122
274	30
122	61
152	182
213	304
-30	334
-91	334
30	182
-152	-30
122	122
395	152
274	122
456	152
426	152
30	-61
-30	-30
-182	0
-152	61
30	152
334	213
547	182
486	213
517	213
517	213
-30	61
-182	30
-334	152
-699	-61
-426	122
-61	152
61	61
152	-122
304	-213
-91	-395
-334	-365
-517	-486
-699	-365
-547	-152
-304	-122
-243	91
182	152
547	182
730	61
851	122
821	152
699	304
213	274
-243	122
-547	0
-790	-152
-790	-91
-182	0
61	122
547	91
973	182
669	30
608	0
213	61
-304	61
-486	122
-638	152
-395	274
-334	213
-122	91
91	0
0	-152
-91	-243
-30	-213
-30	-213
30	-91
365	152
578	243
243	213
243	213
-30	152
-213	-30
-213	-122
61	-122
274	-61
456	-30
638	61
638	30
669	91
578	182
395	365
334	638
274	608
0	547
152	456
91	304
61	91
-91	30
122	152
213	-30
-304	-61
-243	-30
-426	-243
-760	-243
-760	-122
-578	-61
-578	-122
-395	-122
-61	-243
334	-304
486	-334
760	-182
821	-61
517	91
0	-30
-182	0
-517	-213
-882	-334
-699	-304
-274	-213
91	-30
638	122
1094	274
1155	304
1125	517
912	365
578	426
274	486
-61	395
-456	365
-578	365
-669	304
-608	61
-365	-122
-182	-304
-182	-547
-182	-486
-122	-426
-395	-456
-730	-304
-608	-243
-638	-61
-608	-61
-122	-152
152	-304
395	-517
578	-486
821	-304
547	-152
182	0
0	274
-638	334
-973	304
-973	334
-578	122
30	152
882	182
1368	122
1398	122
1155	91
486	-61
-182	-122
-669	0
-760	213
-638	486
-122	638
274	426
608	182
426	-61
213	-274
-30	-426
-152	-274
-243	-30
-61	304
152	395
91	304
91	61
30	-243
152	-456
213	-456
91	-395
274	-91
334	122
30	334
0	274
30	243
-122	365
-61	456
578	517
578	426
456	243
578	-61
426	-122
-243	-243
-426	-182
-517	-91
-882	0
-851	30
-395	-91
-122	-91
-30	-213
608	-243
760	-213
426	-122
334	-91
182	61
-334	182
-274	304
-426	243
-456	334
-182	152
-213	-122
-61	-182
30	-243
0	-304
-61	-274
-213	-334
-274	-456
-578	-304
-517	-122
-243	122
-182	334
30	334
334	274
152	-30
-91	-152
91	-243
-61	-304
-304	-213
122	-122
334	-152
152	0
334	91
426	30
213	122
-182	213
-30	182
-274	182
-395	122
30	152
243	30
61	-30
213	61
365	30
0	0
-182	152
-304	61
-274	30
-213	182
-61	213
213	122
365	213
578	122
608	0
730	-122
578	-91
426	0
243	91
-61	182
-152	304
-365	274
-426	182
-486	182
-152	-30
0	-122
213	-30
213	-30
334	152
274	61
30	-30
122	-243
152	-243
213	-243
122	-182
152	-122
-91	-122
-608	-152
-942	-243
-1155	-274
-1155	-243
-973	-182
-395	-122
274	0
730	-61
942	30
1277	0
821	-61
517	-61
274	-122
-61	30
-486	304
-547	456
-486	426
-547	426
-274	426
122	334
243	152
-91	-91
61	-304
304	-426
-30	-426
-91	-395
30	-304
-91	-30
-456	30
-426	0
-669	-243
-882	-304
-882	-456
-486	-547
0	-426
426	-122
1185	0
1489	182
1520	334
1155	334
1033	334
243	486
-91	699
-334	730
-547	790
-699	760
-486	608
-578	274
-638	-122
-456	-395
-152	-760
0	-851
122	-669
547	-517
486	-304
426	-182
395	-122
456	-61
243	61
182	182
395	395
334	486
30	304
91	213
-61	91
-456	-152
-486	-91
-334	61
-486	-61
-456	-30
-61	91
-182	-30
-182	-91
0	152
-122	0
-30	-122
30	-122
243	-152
182	-304
365	-334
243	-304
91	-213
61	-91
30	0
-61	30
152	152
213	91
213	243
243	274
243	182
30	243
-274	152
-61	-61
-304	-61
-274	61
-122	-61
-61	-91
-61	61
61	91
0	61
-213	243
-243	243
0	152
-61	61
-122	30
152	-122
30	-243
-182	-213
-243	-334
-30	-486
-243	-547
-30	-395
395	-213
486	-122
517	152
821	426
699	456
61	608
-30	699
-274	486
-608	578
-334	608
-152	365
30	213
304	30
365	-152
0	-395
-61	-365
-274	-547
-334	-486
-274	-182
0	-122
243	30
182	91
304	213
91	91
-30	61
-61	61
0	-30
122	61
213	0
152	30
182	-61
122	-30
-30	-61
-182	30
-243	91
-213	243
-365	152
-122	0
-61	-91
122	-122
304	-152
426	91
486	152
456	122
213	152
-213	-91
-669	-213
-760	-243
-699	-213
-456	-61
91	152
608	365
912	182
973	-122
942	-182
456	-334
304	-274
91	-30
-304	213
-274	426
-152	517
-334	578
-517	456
-426	304
-578	274
-608	213
-334	0
-61	-274
-91	-334
274	-426
638	-426
547	-456
517	-395
517	-426
-152	-517
-426	-334
-638	-213
-882	-182
-1033	-122
-608	0
-304	-61
-61	0
365	91
699	152
395	182
243	122
152	91
-182	30
-486	61
-122	152
-334	61
-304	-30
-30	-152
-30	-274
-61	-395
-61	-365
-91	-152
-304	-30
-426	30
-243	0
-152	-61
61	-91
0	-152
122	-61
182	-61
61	-30
30	-91
-91	-152
-91	-304
-304	-304
-182	-91
-182	-91
-243	-61
-182	-61
30	-30
91	61
91	152
243	274
182	213
61	182
-61	0
-61	-152
-243	-91
-122	-30
-91	91
-365	-274
-365	-365
-365	-669
-304	-638
-122	-547
243	-182
182	0
122	61
91	122
-91	0
-365	-30
-456	-61
-486	0
-790	-122
-365	-61
-122	-182
-243	-243
-30	-182
152	-152
-122	-243
0	-152
0	30
-213	0
-182	122
-213	91
-213	91
-152	-91
-30	-243
213	-334
274	-486
334	-456
365	-274
0	-122
-122	152
-304	243
-730	274
-578	213
-426	243
-486	122
-334	0
-213	-91
-395	-334
-426	-486
-152	-578
-152	-547
-30	-517
122	-304
334	-213
334	-122
243	-122
395	152
213	213
-274	365
-395	365
-517	486
-669	243
-517	91
-61	-91
243	-274
334	-426
517	-517
456	-578
61	-456
-365	-395
-213	-122
-486	61
-365	91
-61	304
30	274
91	213
-30	152
-61	91
-304	-30
-456	-91
-274	-91
-304	-243
-61	-182
152	-395
334	-456
274	-365
122	-274
-91	-152
-395	-182
-486	-152
-456	-274
-456	-152
-243	-122
122	-30
91	-91
304	-182
426	-61
274	-274
61	-91
30	91
-182	274
-365	243
-365	304
-426	61
-426	-30
-638	-213
-456	-274
-304	-334
-486	-395
-182	-365
-274	-456
-304	-456
-30	-426
152	-304
91	-274
243	-182
304	-91
61	-122
122	0
152	-122
-122	61
-456	61
-547	61
-882	-61
-1033	-152
-1125	-334
-882	-395
-1003	-426
-578	-456
-91	-365
91	-426
243	-395
517	-334
274	-243
61	-182
213	-152
182	-122
182	-91
395	122
395	274
61	274
-274	30
-608	-122
-973	-243
-1277	-395
-1003	-486
-973	-304
-608	-122
-122	-152
182	-243
395	-274
365	-547
243	-608
0	-395
-243	-274
-152	0
-395	213
-152	395
182	456
182	365
365	456
426	182
182	0
-243	-61
-334	-334
-669	-365
-973	-395
-882	-304
-821	-365
-821	-426
-365	-426
-91	-638
-91	-669
-91	-426
91	-334
30	-243
-30	-30
122	-91
243	0
152	122
274	182
152	182
-122	182
-304	122
-243	-91
-608	-182
-456	-122
-334	-243
-334	-274
-334	-243
-122	-334
-243	-517
-608	-426
-730	-334
-730	-365
-790	-122
-821	-122
-547	-274
-334	-304
-30	-365
0	-365
122	-365
91	-274
-334	-456
-608	-517
-578	-608
-821	-669
-912	-669
-547	-578
-274	-304
-91	-152
365	122
486	213
365	152
365	213
456	91
365	243
213	365
152	365
-91	334
-486	152
-608	61
-395	61
-274	-91
30	-91
365	-213
365	-274
243	-304
-91	-334
-608	-334
-1003	-334
-1216	-304
-973	-243
-760	-182
-395	-61
243	61
486	61
456	30
730	30
304	-30
122	91
243	182
213	304
152	304
426	304
486	365
486	213
547	61
517	0
365	-30
30	0
-122	91
-243	152
-669	0
-334	61
-152	61
61	152
547	213
669	334
669	304
669	213
456	-30
0	0
-365	91
-578	122
-882	152
-1064	61
-1155	-274
-973	-395
-699	-486
-365	-547
426	-365
699	-334
942	-122
912	-91
578	-30
304	182
365	365
334	486
304	517
304	456
213	274
152	152
-304	-61
-486	-61
-730	-61
-1003	-30
-790	-61
-334	-91
-61	-152
395	-213
699	-274
517	-213
182	-304
-152	-334
-486	-213
-821	-122
-851	182
-638	304
-547	426
-274	213
122	-30
365	-243
517	-395
669	-365
456	-152
182	-152
30	-182
-334	-122
-547	-122
-608	-122
-669	0
-426	91
-122	-91
30	-152
243	-152
456	-182
395	-61
456	304
547	365
456	426
334	426
274	334
517	213
456	122
456	182
426	30
-91	-152
-152	-91
-243	-274
-304	-334
-152	-182
-182	0
61	61
152	304
-122	395
-152	365
-274	365
-578	243
-365	152
-91	91
0	-122
274	-365
608	-395
638	-365
547	-213
274	-243
243	-182
-30	-152
-243	-61
-152	182
-61	456
-122	547
30	578
30	517
0	395
-61	61
91	61
274	-91
243	-152
395	-122
365	-182
91	-274
-30	-243
-91	-91
30	0
-30	152
213	395
213	304
213	213
-182	213
-30	91
-182	182
-334	213
-365	182
-304	91
-213	-122
-365	-274
-274	-365
-274	-395
30	-182
-91	-213
274	-61
213	91
243	91
122	0
61	30
-182	-61
-243	-213
-334	-304
-61	-243
30	-304
243	-122
578	122
578	182
91	91
30	213
-304	61
-547	-213
-243	-122
243	30
426	61
486	61
669	213
365	152
-426	0
-578	30
-882	122
-1277	61
-882	152
-395	182
-334	91
0	0
274	-213
0	-426
30	-395
-122	-486
-61	-456
-213	-395
213	-152
547	-152
760	0
851	152
669	182
365	365
30	456
-334	365
-790	334
-730	243
-395	152
61	243
517	152
973	91
851	0
578	-30
274	-91
-213	-152
-486	-243
-395	-30
-122	0
61	213
456	243
608	182
395	152
61	61
-274	30
-669	152
-973	213
-730	182
-699	152
-547	-30
-122	-182
-152	-334
-426	-304
-61	-365
-152	-456
-213	-395
-182	-213
213	-243
426	-152
638	91
1064	152
1125	304
821	578
699	730
334	456
-30	426
-182	274
-243	152
-30	122
91	182
182	152
61	30
-152	0
-638	-91
-942	-243
-1003	-304
-730	-304
-30	-334
517	-122
1246	91
1489	243
1550	365
1246	426
912	456
182	426
-152	638
-699	638
-821	608
-821	517
-730	274
-547	-30
-395	-334
-274	-608
30	-730
517	-578
669	-426
851	-213
608	30
243	213
-243	152
-638	91
-760	-61
-669	91
-213	274
456	395
912	334
1033	91
1307	0
1216	-30
760	-30
669	152
334	334
-274	334
-547	395
-790	395
-942	213
-912	-30
-608	-304
-243	-334
-274	-243
91	-61
243	30
61	-91
213	-182
304	-243
152	-122
61	61
243	182
152	61
61	-61
-213	-182
-274	-61
-608	-122
-486	-61
-395	-213
-213	-182
91	-274
456	-152
760	152
669	274
608	334
395	304
274	395
91	486
61	517
0	547
122	456
122	182
152	61
91	-152
61	-456
-91	-517
-152	-426
-334	-456
-760	-456
-730	-395
-790	-243
-669	-61
-456	182
-122	334
-30	365
122	152
304	-122
61	-334
-91	-395
-213	-274
-304	-243
-334	-91
-152	-91
426	0
790	-61
1094	91
1033	61
912	152
304	122
-122	30
-243	91
-365	213
-456	334
-182	334
-213	182
-122	182
-91	0
-243	-182
-395	-152
-456	-91
-517	-182
-638	-274
-456	-182
-243	-334
152	-395
304	-274
578	-213
669	-152
426	-243
213	-122
-274	-61
-486	182
-426	426
-426	517
-395	547
-91	334
61	0
-61	-213
30	-274
-61	-334
-334	-304
-243	-182
-182	-274
-122	-365
91	-304
426	-243
395	-304
243	-91
91	30
-213	91
-547	243
-334	304
-30	426
-61	304
426	334
730	152
608	-91
547	-213
486	-274
334	-122
152	30
30	152
-304	182
-517	182
-699	91
-790	-61
-912	-91
-790	-91
-486	0
-334	-91
-91	-243
182	-304
91	-426
274	-304
304	-182
304	-122
365	-91
365	0
182	0
30	-30
-122	91
-365	-91
-334	-152
-334	-182
91	-30
122	-61
517	122
790	243
395	274
365	122
304	182
30	243
-213	122
-91	304
-61	213
-243	61
-334	30
-213	-91
-304	-30
-517	-30
-365	-61
-395	-30
-517	-122
-274	-91
30	-274
0	-274
213	-182
426	-152
91	-91
-61	0
-213	-91
-243	-304
-304	-334
-30	-152
213	-122
517	91
608	213
669	122
486	91
91	304
-91	243
-122	334
-152	243
213	334
334	304
365	182
395	182
395	91
30	-91
-122	-152
-334	-61
-547	30
-851	61
-578	0
-699	-152
-882	-395
-456	-365
-638	-365
-912	-365
-699	-304
-669	-395
-730	-547
-456	-669
-61	-638
365	-638
608	-456
1064	-274
1125	0
851	365
730	547
517	608
152	638
274	638
456	699
365	699
426	547
821	365
517	274
274	91
213	91
-304	152
-395	365
-395	243
-274	152
-213	-30
30	-61
61	-122
30	0
61	0
122	-213
-61	-243
-61	-152
61	-182
0	-274
213	-61
243	0
91	-61
-61	122
-122	243
-304	152
-152	122
182	122
365	0
517	91
882	61
882	152
730	243
730	334
213	456
-61	578
-182	578
-395	578
-274	456
-243	182
-395	30
-274	-61
-365	-274
-365	-578
-274	-851
-395	-942
-517	-942
-426	-760
-122	-395
243	-243
578	-122
851	122
942	243
669	456
213	578
91	547
-486	638
-699	608
-486	547
-578	547
-243	243
182	-122
365	-304
578	-426
638	-517
760	-486
395	-334
395	-122
243	-152
30	122
-30	213
-61	274
-395	213
-486	243
-517	182
-608	0
-456	0
0	-122
426	-122
426	-61
882	0
790	0
486	61
243	91
213	30
-304	122
-426	334
-365	304
-395	334
-365	274
30	91
365	-61
213	-213
578	-61
395	-91
182	0
0	61
-61	-61
-486	-182
-578	-122
-456	-182
-304	-213
-182	-395
182	-365
274	-486
274	-456
304	-213
122	-122
122	0
243	152
243	213
243	365
456	547
456	608
395	578
486	517
334	395
91	243
-91	152
-30	61
-304	-152
-486	-243
-334	-213
-608	-122
-608	-122
-365	0
-547	-122
-790	-243
-578	-243
-638	-304
-608	-365
-61	-243
-61	-182
-274	-182
-334	-304
-213	-304
-638	-608
-243	-730
304	-608
760	-334
942	61
1337	152
1246	213
942	274
608	182
456	365
0	517
-304	638
-61	699
-182	547
-395	304
-578	-61
-486	-30
-486	-30
-395	-91
-152	-91
213	-91
334	61
486	0
669	30
213	-182
-182	-243
-365	-304
-760	-243
-973	-122
